nombre,descripcion,sentido,unidad_medida,fecha_creacion,fecha_ult_modif,derecho_cdmx,ods,instrumento,frecuencia,dimension,fuente_inst,fuente,url_fuente,url_csv
porcentaje de la poblacion de cuajimalpa que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:36:31.809218,2024-08-07 19:49:42.784585,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/6613c240-34bd-4b62-9d7d-3124e9f67084/resource/730083f7-8d29-463f-b7d0-0c862ec0b070/download/historico-traslado-escuela-cuajimalpa-de-morelos.csv
porcentaje de la poblacion de cuajimalpa que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:02:36.619815,2024-08-07 17:17:42.965372,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/8e0edb7f-be8e-43c1-bf49-605c41f6a7d5/resource/e8f0d4e1-a334-4faa-9798-cae1d8741386/download/historico-traslado-trabajo-cuajimalpa-de-morelos.csv
porcentaje de la poblacion de cuauhtemoc que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:06.531222,2024-08-07 19:49:50.182638,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/280c90fe-c8c4-4fcd-9817-6f73091458af/resource/54acd6ff-9be9-450b-968c-ad9f9b6c5f68/download/historico-traslado-escuela-cuauhtemoc.csv
porcentaje de la poblacion de cuauhtemoc que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:01:06.060357,2024-08-07 17:17:49.630983,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/fe8543ab-d456-44f0-a858-5f2083376153/resource/857142df-9d89-4c93-96a7-8fba9bccceca/download/historico-traslado-trabajo-cuauhtemoc.csv
porcentaje de la poblacion de gustavo a. madero que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:37:12.635323,2024-08-07 19:57:35.139856,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/838c7602-36ba-4761-a980-367cdab293da/resource/f46474ba-2b33-4854-a557-07ead674c670/download/historico-traslado-escuela-gustavo-a.-madero.csv
porcentaje de la poblacion de gustavo a. madero que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:02:30.555962,2024-08-07 17:17:51.547849,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/db38999b-a43f-4539-843d-18dc61747dc2/resource/a02130a4-a371-49a2-b0f9-133415572475/download/historico-traslado-trabajo-gustavo-a.-madero.csv
porcentaje de la poblacion de iztacalco que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:37:39.377609,2024-08-07 19:49:43.383248,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/fd085cc8-3e69-4d7e-9e60-953a9de9904c/resource/c5b7fca5-ee05-490f-9304-1536353cd56b/download/historico-traslado-escuela-iztacalco.csv
porcentaje de la poblacion de iztacalco que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:02:22.027601,2024-08-07 17:17:45.451864,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/2a749b82-c555-401b-8865-ce20f1a1a087/resource/4195545a-802a-4cba-bc65-dd88281bd4ec/download/historico-traslado-trabajo-iztacalco.csv
porcentaje de la poblacion de iztapalapa que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:38:00.763377,2024-08-07 19:49:44.184695,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/d5f7540e-e8a2-402c-aaf6-69168edb9c8a/resource/748ffaf2-8e7d-4f14-8b85-79c21778c344/download/historico-traslado-escuela-iztapalapa.csv
porcentaje de la poblacion de iztapalapa que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:02:17.075619,2024-08-07 17:17:45.783149,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/3cbc9920-e1c5-4868-8112-e3f118ae10d2/resource/a7dcaa44-ab4b-4755-b014-13f851cec9ee/download/historico-traslado-trabajo-iztapalapa.csv
porcentaje de la poblacion de la magdalena contreras que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:00.311920,2024-08-07 19:49:44.771769,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/219ae34e-3a39-4835-bb96-d2780592c92b/resource/70d02318-f007-4281-a615-8592c664495a/download/historico-traslado-escuela-la-magdalena-contreras.csv
porcentaje de la poblacion de la magdalena contreras que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:02:10.249117,2024-08-07 17:17:43.710640,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/0b041323-b053-4c87-8a5c-6583490f36ff/resource/d8865280-e2d8-48de-8eba-aae7fb0acc38/download/historico-traslado-trabajo-la-magdalena-contreras.csv
porcentaje de la poblacion de miguel hidalgo que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:07.315336,2024-08-07 19:49:51.035803,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/52ec2ca4-341f-453e-a683-fed10db48ddf/resource/9614417e-c329-4207-8bb3-ec9d051cda3f/download/historico-traslado-escuela-miguel-hidalgo.csv
porcentaje de la poblacion de miguel hidalgo que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:02:54.765898,2024-08-07 17:17:50.770400,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/f86b7335-7922-4deb-9635-86c6584a2317/resource/3bb1b19b-3672-4369-9a2a-1ce65a0c57ea/download/historico-traslado-trabajo-miguel-hidalgo.csv
porcentaje de la poblacion de milpa alta que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:01.401358,2024-08-07 19:49:45.448995,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/487a1cea-b71c-46b5-b126-c8876bd731cb/resource/d2762532-8814-4ed5-99ff-ae1b405321a3/download/historico-traslado-escuela-milpa-alta.csv
porcentaje de la poblacion de milpa alta que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:01:55.147871,2024-08-07 17:17:46.201505,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/3a3ccb53-85cd-445a-9d13-4c42bbae7f82/resource/85f82bf9-5d56-4a66-8942-839400507939/download/historico-traslado-trabajo-milpa-alta.csv
porcentaje de la poblacion de tlahuac que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:03.254115,2024-08-07 19:49:46.969213,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/a2a51156-21ac-4a24-9373-2b8910692acd/resource/d9aad0c5-468b-4a34-8611-b49e3fb9ec85/download/historico-traslado-escuela-tlahuac.csv
porcentaje de la poblacion de tlahuac que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:01:36.968901,2024-08-07 17:17:47.464841,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/ba855750-a05f-4f2a-aabe-42900847878b/resource/d358c16f-f61f-46c1-a5d7-6a79cb879e4d/download/historico-traslado-trabajo-tlahuac.csv
porcentaje de la poblacion de tlalpan que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:04.067001,2024-08-07 19:49:47.721697,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/6cdb2d85-fc96-43d5-80fa-47423235f680/resource/f5ae9d01-3ca1-4e80-849a-d33f5431c7eb/download/historico-traslado-escuela-tlalpan.csv
porcentaje de la poblacion de tlalpan que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:01:30.107285,2024-08-07 17:17:48.102818,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/b40478b6-6e57-4b09-b28b-26ae30f79b81/resource/d59cfe44-1960-4817-bc6d-fc8d40b540ed/download/historico-traslado-trabajo-tlalpan.csv
porcentaje de la poblacion de venustiano carranza que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:08.238616,2024-08-07 19:49:51.961562,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/2970e19f-6fc3-493f-bf22-1126b65dc5f2/resource/341a8f0d-45ac-4840-a0ff-757483c49961/download/historico-traslado-escuela-venustiano-carranza.csv
porcentaje de la poblacion de venustiano carranza que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-01 23:55:07.983651,2024-08-07 17:17:44.941582,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/2d24c84b-9636-483f-b6a0-b6870dd08dfa/resource/eb13ec01-c7e9-46e4-9860-3d49c295988e/download/historico-traslado-trabajo-venustiano-carranza.csv
porcentaje de la poblacion de xochimilco que viaja mas de una hora desde su residencia a la escuela,porcentaje de personas que se trasladan de su residencia a la escuela con tiempos mayores a una hora.,,porcentaje,2024-08-07 19:43:05.012755,2024-08-07 19:49:48.585262,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/2df43c16-4f06-4901-b956-950f4b53dbea/resource/2e79345e-f000-4d49-8f35-d3cd6d64fc27/download/historico-traslado-escuela-xochimilco.csv
porcentaje de la poblacion de xochimilco que viaja mas de una hora desde su residencia al trabajo,porcentaje de personas que se trasladan de su residencia a la trabajo con tiempos mayores a una hora.,,porcentaje,2024-08-02 00:01:21.802961,2024-08-07 17:17:48.756145,derecho a la movilidad,ciudades y comunidades sostenibles,visor alcaldias,quinquenal,,inegi,"inegi, censo de poblacion y vivienda",https://www.inegi.org.mx/programas/ccpv/2020/,https://indicadores.cdmx.gob.mx/dataset/08df19aa-6562-46f2-98dc-a46e1b53f37b/resource/a6fd53ff-f8d6-463b-9197-14647752e873/download/historico-traslado-trabajo-xochimilco.csv
porcentaje de la poblacion en pobreza por el componente de ingreso,"porcentaje de la poblacion con ingresos inferiores al costo de la canasta normativa de satisfactores esenciales, calculado por evalua.",descendente,porcentaje,2023-10-17 19:06:32.099194,2024-04-23 17:42:32.522582,derecho a la alimentacion y a la nutricion,fin de la pobreza,pgd,bienal,eficacia,evalua,"evalua, mmip",https://www.evalua.cdmx.gob.mx/medicion-de-la-pobreza-desigualdad-e-indice-de-desarrollo-social/medicion-de-la-pobreza-2018-2022,https://indicadores.cdmx.gob.mx/dataset/4f3793b0-ba6f-4df5-9e56-6374da1a3020/resource/a852e616-5c4a-4742-aa5a-89f27a9dad2b/download/historico-porcentaje-de-la-poblacion-en-pobreza-por-el-componente-de-ingreso.csv
porcentaje de la poblacion en situacion de pobreza,porcentaje de la poblacion en situacion de pobreza respecto de la poblacion total.,descendente,porcentaje,2023-10-17 19:06:25.754298,2023-11-14 00:00:22.092409,derecho a la vida digna,fin de la pobreza,pgd,bienal,eficacia,coneval,"coneval, medicion de la pobreza",https://www.coneval.org.mx/medicion/mp/paginas/pobreza_2022.aspx,https://indicadores.cdmx.gob.mx/dataset/a0b0c3f0-dafc-4002-90af-c9661f973ec1/resource/deaeac63-85c6-42fe-994d-17def63d0e4f/download/historico-porcentaje-de-la-poblacion-en-situacion-de-pobreza.csv
porcentaje de la poblacion en situacion de pobreza de adecuacion energetica,"porcentaje de la poblacion que vive en pobreza energetica. este indicador reporta el grado de carencia de la poblacion en tres indicadores: electricidad, focos y combustible para preparar o calentar alimentos.",descendente,porcentaje,2024-09-23 15:49:59.284435,2024-09-23 15:49:59.265286,derecho a la vida digna,fin de la pobreza,pobreza evalua,bienal,eficacia,evalua,"evalua, pobreza mmip",https://www.evalua.cdmx.gob.mx/principales-atribuciones/medicion-de-la-pobreza-y-desigualdad/resultados-principales,https://indicadores.cdmx.gob.mx/dataset/a580698c-e3b5-4e06-8ca3-6e50dcea233d/resource/57fed713-849e-4400-920c-5c7c1cb5d117/download/historico-evalua-porcentaje-de-la-poblacion-en-situacion-de-pobreza-de-adecuacion-energetica.csv
porcentaje de la poblacion en situacion de pobreza extrema,porcentaje de la poblacion en situacion de pobreza extrema respecto de la poblacion total.,descendente,porcentaje,2023-10-17 19:06:42.572168,2024-04-29 20:44:50.398728,derecho a la vida digna,fin de la pobreza,pgd,bienal,eficacia,coneval,"coneval, medicion de la pobreza",https://www.coneval.org.mx/medicion/mp/paginas/programas_bd_2022.aspx,https://indicadores.cdmx.gob.mx/dataset/4db56980-4375-4ba6-a5c1-b21338b283ab/resource/2d8d53aa-38c7-4715-9f25-e39e6d696cd0/download/historico-porcentaje-de-la-poblacion-en-situacion-de-pobreza-extrema.csv
